,Quality of Life Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,pop_thou,Percent Fertile,chrstpct,judpct,islmpct,budpct,zorpct,bahpct,anmpct,nonpct,othrpct,Country,AvgTemperature,pct_lt_sec,pct_some_sec,pct_some_ter,avg_5_yr_pct_growth,OC,AS,EU,SA,NA,AF
109,117.14,51.13083333333333,56.82083333333333,38.9925,12.720833333333333,28.031666666666666,322.0,47.16133149313468,1,0,0,0,0,0,0,1,1,,49.648305633498744,0.08499999999999999,0.56,0.095,-0.043478260869565216,0,0,1,0,0,0
110,147.42538461538462,73.56153846153846,82.2146153846154,83.28307692307693,20.695384615384622,37.85615384615385,9796.0,52.974103012532886,0,0,1,0,0,0,0,0,0,"Korea, Republic of",44.86714871573494,0.275,0.265,0.105,-0.00010208248264597796,0,1,0,0,0,0
111,136.0,70.75,54.76,62.93,9.77,27.4,701.0,46.72027823721074,1,0,0,0,0,0,0,1,1,Spain,61.26926397582565,0.15000000000000002,0.33,0.22,0.008559201141226819,0,0,1,0,0,0
112,63.84333333333333,65.46722222222222,60.40555555555557,56.09944444444446,34.84222222222222,44.16611111111111,23619.0,52.973105968645925,0,0,0,1,0,0,1,1,0,China,54.719976257284614,0.21,0.45,0.105,0.14640755324103477,0,1,0,0,0,0
113,142.03500000000003,83.805,59.5225,52.605,4.4825,54.2225,1246.0,76.62188121372075,0,0,1,0,0,0,0,0,0,United Arab Emirates,82.19249946039281,0.115,0.355,0.175,0.24077046548956663,0,1,0,0,0,0
114,95.69,67.05999999999999,57.76,48.89333333333334,45.25333333333333,37.27,10753.0,52.973105968645925,0,0,0,1,0,0,1,1,0,China,54.719976257284614,0.21,0.45,0.105,0.0891844136520041,0,1,0,0,0,0
115,120.81777777777776,78.94777777777777,67.2511111111111,88.35833333333332,21.65055555555556,45.068888888888864,5585.0,53.879858334200726,0,0,1,0,0,0,0,0,0,Singapore,81.65440319447444,0.055,0.21,0.54,0.09310653536257833,0,1,0,0,0,0
116,106.01833333333336,54.49722222222224,55.93888888888889,43.44833333333334,9.338333333333333,31.516111111111112,1222.0,44.7426541914532,1,0,0,0,0,0,0,1,1,Bulgaria,45.203345564429064,0.035,0.53,0.215,0.019639934533551555,0,0,1,0,0,0
117,167.39555555555555,56.69666666666667,70.61888888888888,90.32055555555556,13.763333333333332,37.319444444444436,1478.0,44.82504601290699,1,0,0,0,0,0,0,1,1,Sweden,45.0935031297217,0.07,0.44,0.36,0.07645466847090664,0,0,1,0,0,0
118,172.78875,73.19375,71.2975,69.61749999999999,9.55,33.60625,625.0,43.06582000928393,1,0,0,0,0,0,0,1,1,Germany,-46.86804979253114,0.04,0.485,0.3,0.0256,0,0,1,0,0,0
119,173.94444444444446,62.63666666666667,73.44722222222222,94.50611111111112,10.438333333333333,43.687222222222225,4532.0,47.940359271216195,1,0,0,0,0,0,0,1,1,Australia,68.07249082667806,0.07500000000000001,0.44,0.33,0.037069726390114736,1,0,0,0,0,0
120,163.07294117647058,75.47176470588234,70.26823529411764,58.19764705882353,10.57,27.018235294117645,391.0,45.1247505159814,0,0,0,0,0,0,0,1,1,,49.648305633498744,0.035,0.485,0.345,-0.0076726342710997444,0,0,1,0,0,0
121,102.54933333333334,79.22533333333334,56.57133333333332,33.01333333333333,16.085333333333335,36.811333333333344,1137.0,46.74106470530521,0,0,1,0,0,0,0,0,0,Georgia,46.516034719049614,0.025,0.36,0.53,0.010554089709762533,0,1,0,0,0,0
122,37.85166666666665,44.53611111111113,49.87777777777778,44.665555555555564,24.20166666666667,56.520555555555546,8466.0,52.974103012532886,0,0,1,0,0,0,0,0,0,"Iran, Islamic Republic of",44.86714871573494,0.275,0.265,0.105,0.049492085991022915,0,1,0,0,0,0
123,140.5933333333333,68.896,75.17133333333334,86.22666666666667,19.306666666666672,39.236666666666665,3601.0,46.9179832046148,0,1,1,0,0,0,0,0,0,Israel,54.020448179271774,0.135,0.32,0.31,0.07970008331019161,0,1,0,0,0,0
124,121.535,62.73333333333333,64.12944444444446,65.37833333333333,10.16777777777778,23.19666666666667,743.0,45.0393173347059,1,0,0,0,0,0,0,0,0,Greece,59.63387072243328,0.21,0.42,0.22,-0.020188425302826378,0,0,1,0,0,0
125,129.865,59.915000000000006,55.9,20.365,8.385,42.5,1964.0,53.94534356764935,0,0,1,0,1,1,0,0,0,India,81.53172890135951,0.28500000000000003,0.26,0.095,0.15274949083503056,0,1,0,0,0,0
126,152.27166666666668,75.92,66.18416666666667,36.87416666666667,10.341666666666667,23.206666666666663,321.0,47.32502514434918,1,0,0,0,0,0,0,1,1,Romania,52.364504640621774,0.06000000000000001,0.545,0.14,0.006230529595015576,0,0,1,0,0,0
127,90.99333333333334,61.16,48.75,40.41666666666666,16.343333333333334,40.106666666666655,456.0,49.30237909051234,0,0,1,0,0,1,0,1,0,Albania,33.172922512410985,0.055,0.435,0.08499999999999999,0.09649122807017543,0,0,1,0,0,0
128,159.09888888888892,80.86555555555555,80.05888888888892,95.7372222222222,15.34222222222222,43.73,37719.0,41.61930530890029,0,0,0,1,0,0,0,0,0,Japan,62.03826894021171,0.08,0.445,0.385,0.023860653781913623,0,1,0,0,0,0
129,160.775,65.38722222222222,72.53444444444446,79.67944444444444,10.432777777777778,42.499444444444435,5966.0,46.63107885173257,1,1,0,1,1,1,0,1,0,Canada,39.38388732394368,0.035,0.355,0.545,0.07660073751257124,0,0,0,0,1,0
130,-23.305,36.6,31.187500000000004,56.9875,16.65,34.3125,1364.0,55.32836791998457,1,0,1,0,0,0,0,0,0,Mongolia,29.6950787826463,0.095,0.525,0.105,0.15762463343108504,0,1,0,0,0,0
131,170.82,72.24,74.0,84.26,8.99,31.82,480.0,44.442243382065904,1,0,0,0,0,0,0,1,1,,49.648305633498744,0.08499999999999999,0.405,0.27,0.07083333333333333,0,0,1,0,0,0
132,172.02100000000004,70.317,81.60600000000001,56.50999999999999,7.602999999999999,28.585,808.0,46.72027823721074,1,0,0,0,0,0,0,1,1,Spain,61.26926397582565,0.15000000000000002,0.33,0.22,0.0297029702970297,0,0,1,0,0,0
133,170.00611111111115,63.64166666666668,75.6088888888889,80.25111111111113,12.585555555555553,39.82166666666667,2476.0,46.63107885173257,1,1,0,1,1,1,0,1,0,Canada,39.38388732394368,0.035,0.355,0.545,0.07673667205169628,0,0,0,0,1,0
134,136.78,68.1557142857143,61.95857142857143,38.77142857142858,8.921428571428573,30.388571428571428,340.0,44.7426541914532,1,0,0,0,0,0,0,1,1,Bulgaria,45.203345564429064,0.035,0.53,0.215,0.03529411764705882,0,0,1,0,0,0
135,191.90714285714282,65.2435714285714,70.71785714285716,74.19071428571428,6.863571428571428,29.41071428571429,357.0,46.63107885173257,1,1,0,1,1,1,0,1,0,Canada,39.38388732394368,0.035,0.355,0.545,0.04201680672268908,0,0,0,0,1,0
136,146.9376470588235,69.5829411764706,70.20176470588234,50.871176470588225,13.21470588235294,28.953529411764702,517.0,44.858238982181476,1,0,0,0,0,0,0,1,1,,49.648305633498744,0.05,0.385,0.445,-0.017408123791102514,0,0,1,0,0,0
137,126.57611111111109,70.7627777777778,59.503888888888895,47.23833333333334,12.797777777777775,37.68611111111111,1725.0,48.1612394817352,1,0,0,0,0,0,0,0,1,Poland,47.77608461040342,0.005,0.625,0.21,0.012753623188405797,0,0,1,0,0,0
138,202.16466666666665,69.954,71.63533333333334,82.042,5.825333333333332,26.734,385.0,46.54281859949471,1,0,0,0,0,0,0,1,1,New Zealand,58.91374919058918,0.055,0.47,0.34,0.03636363636363636,1,0,0,0,0,0
139,148.26000000000005,45.148666666666664,68.59866666666667,68.79599999999999,4.794666666666667,32.722,759.0,46.63107885173257,1,1,0,1,1,1,0,1,0,Canada,39.38388732394368,0.035,0.355,0.545,0.0461133069828722,0,0,0,0,1,0
140,124.8623529411765,66.55411764705883,57.515294117647066,43.92235294117647,11.28,36.349411764705884,630.0,48.1612394817352,1,0,0,0,0,0,0,0,1,Poland,47.77608461040342,0.005,0.625,0.21,-0.0031746031746031746,0,0,1,0,0,0
141,112.13083333333334,74.05749999999998,51.16416666666666,34.3225,16.096666666666664,29.921666666666663,1044.0,49.71177645609046,1,0,0,0,0,0,0,0,0,,65.36514840798709,0.02,0.665,0.215,-0.020114942528735632,0,1,0,0,0,0
142,144.35058823529408,72.51117647058824,64.65058823529411,55.91882352941175,12.445882352941178,33.16705882352941,690.0,44.30166457122403,1,0,0,0,0,0,0,1,1,Croatia,46.9286130599028,0.05,0.595,0.155,0.002898550724637681,0,0,1,0,0,0
143,208.68666666666664,81.95055555555558,74.39666666666666,139.67388888888888,9.032777777777776,31.215555555555554,1251.0,46.5893271944303,1,0,0,0,0,0,0,1,1,Switzerland,49.032279300669295,0.03,0.52,0.23,0.051159072741806554,0,0,1,0,0,0
